img_file,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y,celeb_orig,celeb
001536.png,67,111,109,113,86,136,68,151,110,151,3983,2132
001537.png,67,112,110,113,91,135,68,150,109,150,2847,1519
001538.png,70,111,107,111,83,135,72,152,105,153,1746,959
001539.png,73,109,104,110,78,134,75,155,103,156,10145,5406
001540.png,71,110,105,111,79,136,75,153,103,155,6663,3592
001541.png,70,111,106,111,90,129,72,153,105,153,3130,1681
001542.png,71,110,105,111,80,141,75,152,103,155,7168,3847
001543.png,68,111,108,112,88,136,68,151,110,152,4374,2340
001544.png,67,113,110,112,88,137,68,151,108,150,8012,4312
001545.png,68,111,109,112,82,139,70,151,107,151,8278,4459
001546.png,69,111,108,111,88,136,74,152,103,152,4567,2439
001547.png,70,110,106,111,91,134,73,154,105,153,6189,3338
001548.png,69,110,108,112,73,140,68,149,110,155,6124,3301
001549.png,69,111,108,111,93,128,69,152,108,152,6729,3629
001550.png,67,112,110,113,75,132,75,149,104,151,7814,4205
001551.png,69,112,108,111,93,139,72,151,105,153,3916,2098
001552.png,67,113,111,112,94,140,62,150,114,148,5541,2972
001553.png,68,111,109,112,90,130,75,150,103,151,2820,1512
001554.png,70,110,106,111,83,136,75,153,103,154,4414,2362
001555.png,71,110,106,110,78,137,76,154,101,154,8022,4318
001556.png,70,110,107,111,93,134,76,152,102,153,7604,4096
001557.png,71,111,106,110,99,133,74,154,103,152,1241,683
001558.png,68,111,108,112,91,129,69,152,108,151,4610,2459
001559.png,68,114,111,110,97,130,67,151,106,149,5852,3159
001560.png,68,113,110,111,92,135,68,151,108,151,138,88
001561.png,68,112,109,112,88,138,65,150,111,151,420,249
001562.png,68,112,109,112,89,138,70,151,108,151,946,537
001563.png,68,112,109,112,92,136,65,151,111,150,8134,4380
001564.png,70,112,108,110,101,135,70,153,104,152,3845,2056
001565.png,70,111,107,111,88,139,72,152,105,153,4710,2501
001566.png,67,113,110,112,85,129,67,149,109,151,6435,3465
001567.png,69,111,108,111,88,133,70,152,106,152,5833,3147
001568.png,68,112,109,112,88,134,70,151,107,151,7252,3893
001569.png,70,110,106,111,79,134,72,151,106,155,2761,1476
001570.png,70,111,108,111,98,139,71,152,105,152,5197,2781
001571.png,69,111,108,112,88,138,71,152,107,151,7375,3969
001572.png,69,111,108,112,87,131,72,151,105,152,2054,1115
001573.png,68,112,109,112,89,140,65,151,112,152,4746,2524
001574.png,68,112,109,112,94,134,74,151,103,150,7063,3792
001575.png,68,112,109,112,91,134,68,150,109,151,2862,1528
001576.png,69,111,108,112,87,138,69,152,108,151,6820,3675
001577.png,70,111,107,111,85,134,71,153,105,152,8139,4384
001578.png,69,111,108,112,87,138,72,152,106,151,5479,2935
001579.png,69,111,108,111,88,132,73,153,104,152,9568,5114
001580.png,68,111,109,112,84,142,69,151,109,151,1875,1029
001581.png,70,111,107,111,85,135,75,153,102,153,5068,2708
001582.png,70,110,107,111,95,130,75,153,103,153,3542,1910
001583.png,69,111,108,111,86,132,73,151,104,153,9567,5113
001584.png,71,112,108,109,80,131,74,153,100,152,3696,1980
001585.png,69,111,108,112,89,131,76,152,102,152,4128,2202
001586.png,70,111,107,111,84,129,72,152,105,154,2757,1473
001587.png,69,111,108,112,89,136,71,151,107,152,7093,3809
001588.png,71,110,106,111,85,141,74,152,103,154,5097,2725
001589.png,68,112,109,111,89,137,66,150,111,152,6543,3523
001590.png,69,110,107,112,85,136,75,152,105,153,7915,4259
001591.png,70,112,108,111,82,133,73,153,103,152,951,539
001592.png,68,111,109,112,89,131,72,151,105,152,647,370
001593.png,68,112,109,112,94,135,67,151,110,150,69,45
001594.png,70,111,107,111,88,134,72,153,105,153,9916,5279
001595.png,67,112,110,113,85,141,66,149,111,151,961,544
001596.png,71,110,106,111,85,132,74,154,103,153,8743,4717
001597.png,69,111,108,111,85,134,71,152,106,152,9150,4938
001598.png,69,115,110,109,99,146,67,151,104,151,7443,4005
001599.png,72,110,105,111,77,138,75,155,103,154,2209,1195
001600.png,70,112,108,111,101,133,70,153,106,151,5240,2808
001601.png,69,111,107,112,82,129,72,153,106,151,8586,4633
001602.png,71,110,106,111,100,135,74,155,103,152,7253,3894
001603.png,70,111,107,111,90,141,75,153,102,152,8887,4801
001604.png,70,112,107,110,89,136,72,154,104,152,6832,3679
001605.png,71,111,106,111,89,140,70,153,107,154,8661,4672
001606.png,69,110,106,112,86,132,76,153,103,152,3881,2080
001607.png,67,112,110,112,89,136,68,149,109,152,3423,1839
001608.png,72,111,106,109,83,132,73,154,102,154,8458,4566
001609.png,64,108,108,117,97,112,78,146,108,153,801,446
001610.png,70,111,107,111,88,135,72,152,105,153,593,344
001611.png,72,110,105,110,106,129,72,154,105,154,6234,3360
001612.png,68,112,109,112,89,131,66,151,111,151,412,243
001613.png,69,112,108,111,89,132,72,150,105,153,2755,1471
001614.png,68,111,108,112,86,133,70,150,108,153,8755,4726
001615.png,68,112,109,111,88,137,66,150,110,151,9459,5070
001616.png,69,113,109,110,83,131,72,151,103,151,8584,4632
001617.png,67,112,110,113,87,139,68,149,110,151,4508,2409
001618.png,70,111,107,110,88,137,72,153,104,153,7338,3946
001619.png,69,112,108,110,93,134,72,152,103,152,8273,4454
001620.png,72,111,106,110,103,131,71,154,105,154,3535,1905
001621.png,68,111,109,112,82,140,65,150,113,152,3333,1790
001622.png,69,111,108,112,89,128,74,152,104,151,7172,3849
001623.png,70,111,107,111,89,137,74,153,103,153,1680,922
001624.png,67,112,110,113,87,144,68,150,109,150,4058,2170
001625.png,69,111,108,112,83,135,70,152,108,152,9987,5319
001626.png,68,111,109,113,86,140,72,151,106,151,2292,1244
001627.png,70,110,106,111,83,140,73,154,104,153,4350,2328
001628.png,68,112,110,112,97,142,73,152,104,149,1994,1091
001629.png,70,111,107,111,80,129,76,153,101,152,2440,1319
001630.png,70,111,107,111,86,129,73,153,103,153,4623,2465
001631.png,68,112,109,112,88,137,73,151,104,151,4692,2495
001632.png,71,111,107,110,82,134,73,154,103,153,3664,1966
001633.png,70,111,107,111,86,137,73,153,104,152,1448,799
001634.png,70,110,107,111,89,136,71,152,107,153,1349,740
001635.png,69,112,109,111,97,142,65,153,111,149,1596,884
001636.png,69,112,109,111,92,137,68,152,107,151,1206,666
001637.png,68,112,109,112,92,138,69,151,107,151,8566,4621
001638.png,68,111,109,112,90,138,71,151,107,150,2086,1135
001639.png,67,112,109,112,85,140,67,150,110,151,3181,1712
001640.png,71,110,106,110,88,138,75,154,102,153,7917,4261
001641.png,70,111,107,111,103,133,70,153,107,152,3804,2042
001642.png,73,113,106,107,108,138,71,157,102,152,644,367
001643.png,68,113,110,111,89,137,70,149,104,151,8374,4513
001644.png,67,111,109,112,82,139,69,151,109,151,69,45
001645.png,70,110,106,112,81,135,75,153,104,154,1086,607
001646.png,70,111,107,111,83,138,74,152,103,153,10082,5374
001647.png,69,111,108,112,91,135,75,152,103,152,3545,1912
001648.png,70,111,107,111,86,134,75,153,102,152,5060,2705
001649.png,69,112,108,111,91,131,67,151,110,152,9108,4923
001650.png,67,112,110,113,88,133,77,150,100,151,7184,3859
001651.png,70,112,107,110,96,139,74,153,102,152,7413,3992
001652.png,71,112,107,109,80,122,69,155,105,151,3441,1849
001653.png,69,112,108,111,86,131,74,153,102,151,3523,1898
001654.png,69,110,107,112,88,137,74,153,105,152,5721,3085
001655.png,68,112,109,112,87,139,67,150,110,152,1422,782
001656.png,68,111,109,112,89,130,67,151,110,151,9331,5017
001657.png,69,111,108,111,89,130,72,152,105,153,5178,2769
001658.png,70,109,106,112,74,139,71,150,109,157,6614,3562
001659.png,68,112,109,112,86,142,70,150,107,151,5389,2886
001660.png,69,111,108,112,86,144,69,151,109,153,5595,3005
001661.png,69,111,108,112,89,134,74,151,104,152,6806,3668
001662.png,69,112,108,111,88,132,72,152,104,151,2683,1433
001663.png,67,112,110,113,85,137,69,150,109,150,4472,2394
001664.png,70,111,107,111,90,137,74,152,104,153,4433,2374
001665.png,67,112,110,112,91,143,66,150,111,151,7183,3858
001666.png,68,111,108,112,90,139,67,151,110,152,1892,1039
001667.png,68,112,109,112,90,132,70,151,107,151,8803,4749
001668.png,67,112,110,112,90,139,66,150,111,150,612,357
001669.png,70,111,108,111,93,136,72,153,104,152,3166,1702
001670.png,71,112,107,109,78,128,74,153,101,153,6025,3248
001671.png,69,111,108,111,91,136,68,152,108,152,5366,2875
001672.png,69,111,108,111,85,141,68,151,109,152,6066,3270
001673.png,68,112,109,111,85,135,70,151,107,152,9790,5222
001674.png,71,112,107,110,97,138,77,154,98,152,8470,4573
001675.png,71,111,106,110,82,125,76,153,99,154,5666,3049
001676.png,68,112,109,111,90,131,70,151,106,151,5043,2699
001677.png,68,111,108,112,86,134,74,152,104,151,22,14
001678.png,70,111,107,111,77,128,75,153,102,153,9973,5313
001679.png,71,110,106,110,96,137,74,153,102,154,3258,1746
001680.png,69,111,107,112,79,140,75,151,103,153,2090,1137
001681.png,71,111,106,111,85,135,74,154,103,153,10032,5347
001682.png,68,112,109,112,84,136,65,152,112,150,3528,1901
001683.png,69,112,109,111,88,133,70,151,106,152,3422,1838
001684.png,69,112,109,111,94,136,68,152,108,151,8228,4432
001685.png,68,113,109,111,84,127,71,152,105,150,2871,1534
001686.png,70,112,108,111,90,137,73,152,103,152,2856,1523
001687.png,68,112,109,112,85,136,72,150,105,151,8507,4594
001688.png,68,111,108,112,95,132,75,151,104,152,3421,1837
001689.png,81,106,96,106,104,131,83,161,94,164,805,449
001690.png,70,110,106,112,77,137,70,152,108,153,10058,5362
001691.png,72,111,105,109,98,135,73,155,102,154,1907,1043
001692.png,70,112,108,111,85,133,73,154,103,151,5726,3086
001693.png,70,110,106,111,86,132,72,153,106,153,2425,1311
001694.png,69,112,108,111,92,138,70,153,106,151,8320,4481
001695.png,70,111,107,111,91,132,72,153,104,153,8233,4435
001696.png,69,111,107,111,86,137,68,153,109,152,7930,4269
001697.png,69,111,108,112,88,138,70,152,107,151,7363,3962
001698.png,69,112,108,111,83,132,70,151,106,152,7615,4103
001699.png,71,112,107,109,101,137,70,155,104,152,4724,2510
001700.png,68,112,109,112,86,134,72,150,105,151,6903,3711
001701.png,71,111,106,110,79,135,74,153,102,154,9967,5309
001702.png,69,111,108,111,86,135,73,152,104,152,676,390
001703.png,70,109,106,112,91,132,75,152,104,155,3446,1852
001704.png,71,111,107,110,90,137,74,152,102,154,1326,727
001705.png,69,112,108,111,86,135,74,152,102,152,206,125
001706.png,68,111,108,113,84,134,68,151,110,151,6977,3747
001707.png,69,112,108,110,90,135,70,152,105,152,669,384
001708.png,67,112,110,112,90,141,69,149,108,152,1904,1042
001709.png,68,113,110,111,91,139,66,152,110,150,337,200
001710.png,68,111,108,112,88,139,71,151,106,152,3735,2000
001711.png,69,113,109,110,98,141,71,153,103,149,2495,1346
001712.png,69,111,108,111,90,129,72,153,105,151,5566,2989
001713.png,72,110,105,110,78,130,76,154,100,155,9729,5191
001714.png,68,112,109,112,89,141,67,150,110,151,5703,3073
001715.png,68,111,108,112,82,138,69,152,109,150,8795,4744
001716.png,70,111,107,111,87,132,72,153,105,153,10067,5365
001717.png,71,111,107,110,80,133,74,154,102,152,7751,4170
001718.png,70,111,107,111,91,136,74,153,103,152,8919,4816
001719.png,68,113,110,112,94,140,68,150,108,150,7408,3988
001720.png,69,111,108,111,97,133,69,153,108,151,6064,3268
001721.png,70,111,107,111,91,129,70,153,107,152,1889,1037
001722.png,70,110,107,111,96,131,74,152,104,153,5484,2937
001723.png,69,111,107,112,90,133,72,152,106,153,4629,2470
001724.png,68,112,109,112,85,139,70,151,108,151,8436,4554
001725.png,70,108,105,113,73,140,71,152,111,156,1780,975
001726.png,70,111,107,111,78,138,72,152,105,154,2688,1436
001727.png,67,113,110,112,94,133,66,151,110,150,1585,878
001728.png,71,110,106,110,86,133,75,153,102,155,7381,3972
001729.png,70,111,107,111,94,138,72,152,105,154,4226,2251
001730.png,69,112,108,111,96,139,67,152,110,151,3447,1853
001731.png,70,110,106,112,97,131,76,153,102,153,8493,4587
001732.png,70,112,108,110,84,133,71,153,104,152,4152,2214
001733.png,69,111,107,111,94,138,70,152,107,153,10144,5405
001734.png,70,111,107,111,100,135,74,152,102,153,2263,1233
001735.png,70,111,107,110,97,139,72,153,104,152,2417,1307
001736.png,69,111,108,112,81,136,72,152,105,152,5807,3130
001737.png,72,111,106,109,104,136,71,156,104,153,2006,1095
001738.png,69,112,108,111,91,135,72,151,105,152,9821,5239
001739.png,69,114,110,110,98,136,66,153,108,149,7167,3846
001740.png,69,111,108,112,91,135,69,152,109,152,5850,3158
001741.png,71,111,107,111,90,136,74,153,103,153,2460,1330
001742.png,67,112,110,112,92,138,65,150,112,151,5000,2673
001743.png,68,111,109,112,86,139,71,151,107,152,10084,5375
001744.png,69,112,108,111,84,129,73,152,103,151,3081,1657
001745.png,69,112,109,111,88,135,75,151,101,152,73,47
001746.png,68,111,108,112,80,136,67,150,111,153,3808,2046
001747.png,68,111,109,112,96,132,67,152,110,151,3747,2008
001748.png,67,112,110,113,89,138,65,150,112,151,5243,2810
001749.png,69,112,108,112,90,137,71,150,106,153,2334,1266
001750.png,71,112,107,110,89,139,72,153,103,153,9897,5268
001751.png,71,112,107,110,100,145,68,154,107,151,4534,2421
001752.png,69,110,107,112,91,130,72,151,106,153,2304,1249
001753.png,69,111,108,112,92,134,71,152,107,151,4588,2450
001754.png,70,112,108,111,89,135,69,152,107,152,9199,4964
001755.png,71,108,104,112,102,128,78,153,102,155,4588,2450
001756.png,69,111,108,111,88,132,67,151,110,153,1763,969
001757.png,68,113,110,111,92,144,69,150,107,151,4094,2185
001758.png,69,111,108,112,90,141,70,153,108,151,2009,1096
001759.png,70,110,107,112,93,133,75,153,103,152,599,350
001760.png,69,111,108,112,80,140,69,150,108,153,8943,4833
001761.png,68,112,109,111,88,137,73,152,103,151,2727,1460
001762.png,69,111,108,112,86,135,70,152,107,152,1811,990
001763.png,71,112,107,110,93,137,74,154,101,153,4256,2270
001764.png,68,112,109,112,85,137,66,151,111,151,3862,2068
001765.png,73,112,106,108,73,127,74,155,99,155,6097,3286
001766.png,67,112,110,113,89,131,67,150,110,150,2392,1295
001767.png,70,110,106,111,97,131,73,153,106,154,4612,2460
001768.png,69,111,108,111,87,133,72,152,105,152,6520,3509
001769.png,73,110,105,109,100,135,77,157,99,153,8116,4370
001770.png,69,111,108,111,77,135,71,152,105,152,5140,2746
001771.png,68,112,109,112,87,129,72,151,105,151,8268,4450
001772.png,68,113,110,111,90,135,68,151,108,150,3078,1654
001773.png,72,111,105,109,77,132,74,156,101,153,2426,1312
001774.png,71,112,107,110,86,128,73,154,102,152,6053,3262
001775.png,68,112,109,112,90,136,67,150,110,152,1861,1021
001776.png,67,112,110,112,90,139,68,149,109,151,8755,4726
001777.png,71,110,105,111,75,140,74,153,104,154,1780,975
001778.png,69,111,108,111,85,133,72,152,105,152,5805,3128
001779.png,69,112,109,111,88,131,70,152,106,151,6134,3307
001780.png,71,111,106,110,86,134,71,154,105,153,1402,772
001781.png,68,112,109,112,91,135,65,151,111,152,2269,1237
001782.png,71,111,106,110,92,136,74,154,102,153,4880,2599
001783.png,72,112,106,109,74,136,72,155,102,154,907,512
001784.png,68,112,109,112,93,140,72,152,105,150,27,19
001785.png,70,110,106,111,78,137,76,152,102,154,476,278
001786.png,73,111,105,109,73,133,74,154,101,156,1757,965
001787.png,68,112,109,112,90,135,70,150,107,152,2285,1240
001788.png,71,111,107,110,91,137,73,153,104,153,943,535
001789.png,68,112,109,111,84,133,70,151,106,151,682,394
001790.png,70,111,107,111,89,138,73,153,104,153,6413,3453
001791.png,72,110,105,110,81,131,75,154,101,155,4924,2626
001792.png,69,111,108,111,89,135,73,152,104,152,1946,1061
001793.png,67,112,110,113,87,133,68,150,110,150,2086,1135
001794.png,72,110,105,109,99,134,74,155,102,154,4566,2438
001795.png,70,111,107,111,93,137,69,153,107,152,8544,4612
001796.png,68,111,108,112,84,136,73,151,105,153,5662,3047
001797.png,70,111,107,111,87,137,72,153,106,153,6572,3544
001798.png,69,111,107,111,90,137,72,151,105,153,1392,768
001799.png,71,112,107,109,96,134,73,153,102,154,8594,4638
001800.png,68,112,109,112,87,138,64,152,113,150,6796,3662
001801.png,69,111,108,111,86,132,70,151,107,153,2669,1426
001802.png,69,111,108,112,77,137,73,149,104,154,5046,2701
001803.png,72,109,104,111,95,132,77,154,102,155,1407,773
001804.png,70,111,107,111,89,141,71,152,106,153,1385,762
001805.png,69,111,108,112,87,127,74,152,104,153,8227,4431
001806.png,69,112,109,111,98,136,73,150,103,152,10171,5425
001807.png,67,112,110,113,88,138,69,150,109,150,4554,2433
001808.png,69,113,109,110,83,126,71,153,104,150,4951,2642
001809.png,67,112,110,113,89,123,73,150,105,149,4304,2298
001810.png,68,111,108,112,82,137,71,151,107,152,7755,4172
001811.png,68,112,109,112,82,136,68,150,109,151,3135,1684
001812.png,74,111,105,108,103,136,72,157,103,154,4873,2594
001813.png,69,111,107,111,90,130,72,152,105,152,3757,2013
001814.png,70,110,106,111,96,135,71,153,107,153,6785,3656
001815.png,67,113,110,112,92,140,65,150,111,150,2072,1124
001816.png,72,112,107,109,73,127,71,155,103,152,5055,2704
001817.png,68,112,109,111,91,127,69,151,107,151,5025,2689
001818.png,67,112,110,113,85,142,67,149,111,151,6637,3578
001819.png,70,110,107,112,92,125,73,152,106,153,3898,2089
001820.png,68,112,109,111,90,138,71,152,106,151,670,385
001821.png,71,113,108,109,80,132,73,155,99,151,147,95
001822.png,70,110,106,112,79,135,76,155,103,152,6865,3694
001823.png,71,111,106,110,84,125,75,154,101,154,5907,3182
001824.png,68,112,109,111,86,142,66,150,110,152,5939,3198
001825.png,68,111,108,112,80,135,70,151,108,152,6875,3696
001826.png,69,111,108,111,88,132,72,152,105,152,7558,4066
001827.png,70,114,110,109,76,128,70,155,102,149,2173,1174
001828.png,69,111,108,112,87,139,68,151,110,153,9687,5169
001829.png,68,112,109,112,91,134,69,151,107,150,8946,4835
001830.png,70,111,107,111,83,129,74,153,103,152,6155,3318
001831.png,71,111,107,110,83,133,74,154,101,153,6540,3521
001832.png,70,111,107,110,86,129,74,153,101,153,4247,2265
001833.png,70,111,107,111,89,135,77,153,100,153,2667,1424
001834.png,69,112,109,111,85,143,68,151,109,152,6624,3570
001835.png,71,110,106,111,82,132,69,154,108,153,4759,2531
001836.png,68,111,108,113,85,142,71,151,108,151,7127,3826
001837.png,69,111,108,111,89,128,72,153,105,152,9885,5262
001838.png,69,112,108,111,88,134,70,152,107,151,9504,5084
001839.png,69,111,108,111,85,139,70,153,107,151,4914,2618
001840.png,67,111,109,113,86,142,69,150,110,152,6930,3727
001841.png,69,112,108,111,87,138,72,152,104,152,8820,4758
001842.png,70,110,106,111,89,138,77,152,101,154,6449,3472
001843.png,68,112,109,111,91,124,73,151,103,152,9542,5103
001844.png,69,112,109,111,77,130,70,151,106,152,138,88
001845.png,70,112,108,110,89,134,71,153,104,152,6475,3487
001846.png,71,111,107,110,85,132,74,153,102,154,1929,1050
001847.png,67,112,110,112,89,136,67,150,110,151,4886,2604
001848.png,69,111,108,111,80,143,71,149,106,155,8392,4527
001849.png,69,110,107,112,92,136,74,154,105,151,5915,3186
001850.png,69,108,106,113,104,131,76,152,105,154,1086,607
001851.png,68,112,109,112,80,132,69,150,108,151,8531,4607
001852.png,70,111,107,111,90,135,70,154,107,152,5289,2830
001853.png,71,110,106,110,79,135,73,153,103,154,8886,4800
001854.png,71,111,106,111,81,133,72,153,105,153,7474,4021
001855.png,68,113,110,111,100,140,66,150,110,151,7348,3953
001856.png,67,111,109,113,83,136,68,150,110,152,8224,4429
001857.png,71,112,108,110,85,130,74,153,101,153,503,295
001858.png,70,111,108,111,88,137,73,152,104,152,4664,2485
001859.png,69,111,108,111,86,140,73,152,104,152,6792,3661
001860.png,68,113,109,111,91,138,68,152,107,150,5266,2822
001861.png,69,111,108,112,90,135,73,151,105,153,5669,3051
001862.png,70,111,107,111,86,129,72,152,104,153,8288,4464
001863.png,68,111,108,112,86,139,70,151,108,153,728,418
001864.png,67,112,109,112,87,134,70,152,107,149,2974,1595
001865.png,70,111,107,111,80,132,73,151,103,154,8638,4659
001866.png,72,111,106,109,96,134,71,155,104,153,3823,2048
001867.png,67,112,110,112,85,135,67,150,110,151,2709,1447
001868.png,65,115,114,112,84,113,68,148,105,147,5188,2774
001869.png,72,111,105,109,75,131,74,156,102,153,673,387
001870.png,68,111,108,112,91,135,73,153,105,151,2331,1263
001871.png,70,111,107,111,88,137,73,153,104,153,10014,5336
001872.png,67,112,110,112,89,136,65,149,112,151,8531,4607
001873.png,70,111,107,111,88,136,75,153,102,153,6288,3384
001874.png,69,112,108,111,96,137,71,153,105,151,4761,2533
001875.png,68,112,109,111,89,132,72,151,104,151,8614,4646
001876.png,69,112,108,111,84,126,74,153,101,151,6893,3705
001877.png,70,111,107,111,91,136,75,153,102,152,3170,1706
001878.png,78,105,98,109,112,129,79,161,101,160,1935,1051
001879.png,69,112,108,112,85,137,69,151,108,151,3612,1943
001880.png,70,109,105,112,76,135,75,152,106,155,6909,3715
001881.png,68,112,109,112,89,139,69,151,108,151,487,284
001882.png,67,112,109,113,92,134,68,149,110,151,2394,1296
001883.png,70,111,107,111,84,136,71,152,106,153,8019,4315
001884.png,69,110,107,112,90,130,74,152,105,153,8851,4779
001885.png,68,112,109,111,89,133,70,151,106,151,2915,1560
001886.png,68,112,109,112,87,137,65,151,111,151,4003,2145
001887.png,70,111,107,111,88,137,72,153,104,152,9697,5173
001888.png,71,112,107,110,83,137,71,153,104,153,7925,4266
001889.png,73,110,104,110,80,133,75,155,102,156,8921,4818
001890.png,71,108,105,112,78,140,75,151,105,158,151,97
001891.png,71,111,107,110,81,130,73,153,102,153,130,82
001892.png,69,111,107,112,91,134,73,152,104,152,433,256
001893.png,68,111,108,112,86,140,68,151,110,152,1833,1005
001894.png,71,111,106,110,86,137,74,152,103,154,3047,1638
001895.png,67,116,113,110,92,145,66,150,106,147,7769,4179
001896.png,69,112,108,111,84,134,72,151,104,153,7526,4049
001897.png,69,111,108,112,84,131,71,151,106,152,2507,1351
001898.png,68,112,109,112,88,140,67,151,110,151,1351,741
001899.png,68,112,109,111,90,137,70,151,106,151,1864,1024
001900.png,70,110,106,111,95,130,75,153,102,153,4099,2187
001901.png,67,112,110,113,81,139,63,148,114,152,5530,2966
001902.png,69,111,108,112,92,135,73,152,105,151,8270,4452
001903.png,70,110,107,112,93,134,73,153,105,153,2936,1572
001904.png,68,112,109,112,89,142,70,150,107,151,10044,5356
001905.png,71,111,106,110,82,138,72,153,104,154,1170,650
001906.png,70,111,107,111,84,141,71,154,107,152,4647,2479
001907.png,69,112,108,111,86,132,68,152,109,151,4841,2574
001908.png,70,110,106,112,75,138,70,151,108,154,86,56
001909.png,72,111,106,109,74,138,76,153,99,155,3084,1658
001910.png,70,110,107,111,87,136,70,153,107,153,8576,4627
001911.png,71,111,106,111,90,126,75,153,102,154,2313,1254
001912.png,67,112,109,113,82,138,69,149,109,151,3472,1869
001913.png,70,111,107,110,100,136,74,152,102,153,4135,2204
001914.png,69,112,108,111,77,133,69,151,107,152,8484,4581
001915.png,67,112,109,112,89,139,69,150,108,151,5326,2851
001916.png,72,111,106,110,89,124,75,154,101,154,336,199
001917.png,70,111,107,111,87,132,77,152,99,153,4701,2499
001918.png,69,110,107,112,79,136,74,152,105,153,5955,3209
001919.png,71,111,106,110,94,134,73,153,103,154,4492,2401
001920.png,68,111,108,112,92,140,69,151,108,152,9990,5321
001921.png,72,111,106,110,72,130,74,154,102,154,4983,2662
001922.png,69,106,104,114,102,125,79,152,106,156,1041,585
001923.png,70,111,107,110,87,137,77,153,99,153,1996,1093
001924.png,71,110,106,111,86,129,74,155,103,152,6773,3650
001925.png,69,111,108,112,88,133,72,151,105,152,1684,925
001926.png,71,111,106,111,90,134,73,153,104,154,8247,4440
001927.png,67,111,109,113,87,138,66,150,112,151,1852,1016
001928.png,67,113,110,112,86,131,73,151,102,149,4380,2341
001929.png,68,111,108,112,92,132,70,151,107,152,2484,1340
001930.png,70,111,107,111,90,131,70,153,107,153,4520,2415
001931.png,68,111,109,112,84,137,68,150,109,152,471,275
001932.png,69,110,107,112,78,134,73,151,105,154,6251,3369
001933.png,68,111,109,112,87,137,65,150,113,152,4935,2632
001934.png,69,111,108,112,89,138,70,152,108,152,8720,4703
001935.png,70,111,107,111,83,135,74,153,103,153,6479,3489
001936.png,67,111,110,113,86,135,72,150,106,150,607,354
001937.png,69,112,109,111,90,133,73,152,103,152,5687,3063
001938.png,69,110,107,112,88,133,73,152,105,152,9079,4914
001939.png,69,111,108,112,88,132,73,152,105,152,5002,2675
001940.png,66,114,112,112,91,120,70,150,104,147,5932,3195
001941.png,67,112,110,113,88,139,67,150,110,150,7261,3900
001942.png,69,111,108,112,85,138,72,152,105,151,938,531
001943.png,69,109,106,113,82,141,77,152,103,154,1825,1001
001944.png,68,111,108,112,84,138,72,151,105,151,740,422
001945.png,68,112,110,112,90,140,67,151,109,150,2433,1316
001946.png,68,112,109,112,88,129,71,151,105,150,6200,3342
001947.png,68,113,110,111,87,132,70,152,106,150,2088,1136
001948.png,70,112,108,111,91,133,71,153,105,152,7277,3911
001949.png,69,112,108,111,94,131,71,153,104,151,1879,1031
001950.png,69,112,109,111,92,133,66,151,110,151,7153,3840
001951.png,68,112,109,111,87,133,69,150,108,152,5069,2709
001952.png,68,112,109,111,91,138,71,152,106,150,7940,4275
001953.png,67,112,110,112,88,144,66,150,111,150,3184,1714
001954.png,69,111,108,111,97,137,67,152,110,152,6680,3600
001955.png,72,110,105,110,97,136,76,155,101,155,1601,885
001956.png,71,109,105,111,98,131,76,153,103,155,6316,3397
001957.png,68,110,108,113,82,139,75,150,106,153,5953,3207
001958.png,70,111,107,110,98,137,71,154,105,151,2443,1322
001959.png,70,111,107,111,86,133,74,153,103,153,5320,2848
001960.png,67,113,111,112,93,134,63,149,113,150,3872,2076
001961.png,68,110,108,113,85,137,67,150,112,154,4717,2505
001962.png,69,110,107,112,84,138,73,151,105,154,9317,5014
001963.png,70,111,107,111,89,134,73,152,104,153,4445,2380
001964.png,68,112,109,112,89,136,67,151,110,150,8964,4845
001965.png,72,113,107,109,77,132,73,153,100,153,3572,1924
001966.png,70,111,108,111,91,135,71,153,105,152,4543,2427
001967.png,72,109,105,111,74,139,74,154,104,155,9934,5290
001968.png,71,111,107,110,85,139,70,153,106,154,5399,2894
001969.png,71,111,107,110,89,139,74,154,102,153,3806,2044
001970.png,68,112,110,111,90,139,68,151,108,150,5775,3114
001971.png,72,110,105,109,102,132,75,156,101,153,825,459
001972.png,68,111,108,112,85,136,68,150,110,152,8803,4749
001973.png,71,111,107,110,78,134,70,154,106,153,9015,4876
001974.png,71,111,107,110,77,126,77,154,99,153,4652,2482
001975.png,70,112,108,110,89,143,71,152,104,153,5738,3093
001976.png,70,112,107,110,85,133,71,152,105,153,4744,2522
001977.png,70,111,107,111,88,134,74,152,103,153,1175,653
001978.png,70,112,107,110,82,134,74,153,101,152,2813,1507
001979.png,69,112,108,111,86,135,72,152,105,151,1648,909
001980.png,69,112,108,111,87,140,72,151,104,153,2996,1606
001981.png,70,110,107,111,82,138,71,152,106,153,54,38
001982.png,72,110,105,110,94,138,72,154,105,155,3732,1999
001983.png,69,111,108,111,92,140,72,154,106,150,924,521
001984.png,71,111,106,110,85,138,75,153,102,154,1079,603
001985.png,69,111,107,111,88,137,72,151,105,153,2511,1355
001986.png,71,110,105,111,83,138,74,154,104,155,1799,983
001987.png,70,111,107,111,83,138,72,153,104,152,7961,4287
